Date,IT Dep.,CostElement,Country,Budget
01-10-2020,GRC,External Labor,Spain,"1,916"
01-11-2020,GRC,External Labor,Spain,"1,916"
01-12-2020,GRC,External Labor,Spain,"1,916"
01-01-2020,GRC,External Labor,United Kingdom,"5,775"
01-02-2020,GRC,External Labor,United Kingdom,"5,775"
01-03-2020,GRC,External Labor,United Kingdom,"5,775"
01-04-2020,GRC,External Labor,United Kingdom,"5,775"
01-05-2020,GRC,External Labor,United Kingdom,"5,775"
01-06-2020,GRC,External Labor,United Kingdom,"5,775"
01-07-2020,GRC,External Labor,United Kingdom,"5,775"
01-08-2020,GRC,External Labor,United Kingdom,"5,775"
01-09-2020,GRC,External Labor,United Kingdom,"5,775"
01-10-2020,GRC,External Labor,United Kingdom,"5,775"
01-11-2020,GRC,External Labor,United Kingdom,"5,775"
01-12-2020,GRC,External Labor,United Kingdom,"5,775"
01-01-2020,GRC,External Labor,USA,8
01-02-2020,GRC,External Labor,USA,8
01-03-2020,GRC,External Labor,USA,8
01-04-2020,GRC,External Labor,USA,8
01-05-2020,GRC,External Labor,USA,8
01-06-2020,GRC,External Labor,USA,8
01-07-2020,GRC,External Labor,USA,8
01-08-2020,GRC,External Labor,USA,8
01-09-2020,GRC,External Labor,USA,8
01-10-2020,GRC,External Labor,USA,8
01-11-2020,GRC,External Labor,USA,8
01-12-2020,GRC,External Labor,USA,8
01-01-2020,GRC,Hardware,USA,125
01-02-2020,GRC,Hardware,USA,125
01-03-2020,GRC,Hardware,USA,125
01-04-2020,GRC,Hardware,USA,125
01-05-2020,GRC,Hardware,USA,125
01-06-2020,GRC,Hardware,USA,125
01-07-2020,GRC,Hardware,USA,125
01-08-2020,GRC,Hardware,USA,125
01-09-2020,GRC,Hardware,USA,125
01-10-2020,GRC,Hardware,USA,125
01-11-2020,GRC,Hardware,USA,125
01-12-2020,GRC,Hardware,USA,125
01-01-2020,GRC,Hardware Maintenance,USA,125
01-02-2020,GRC,Hardware Maintenance,USA,125
01-03-2020,GRC,Hardware Maintenance,USA,125
01-04-2020,GRC,Hardware Maintenance,USA,125
01-05-2020,GRC,Hardware Maintenance,USA,125
01-06-2020,GRC,Hardware Maintenance,USA,125
01-07-2020,GRC,Hardware Maintenance,USA,125
01-08-2020,GRC,Hardware Maintenance,USA,125
01-09-2020,GRC,Hardware Maintenance,USA,125
01-10-2020,GRC,Hardware Maintenance,USA,125
01-11-2020,GRC,Hardware Maintenance,USA,125
01-12-2020,GRC,Hardware Maintenance,USA,125
01-01-2020,GRC,Internal Labor,France,"7,935"
01-02-2020,GRC,Internal Labor,France,"7,935"
01-03-2020,GRC,Internal Labor,France,"7,935"
01-04-2020,GRC,Internal Labor,France,"7,935"
01-05-2020,GRC,Internal Labor,France,"7,935"
01-06-2020,GRC,Internal Labor,France,"7,935"
01-07-2020,GRC,Internal Labor,France,"7,935"
01-08-2020,GRC,Internal Labor,France,"7,935"
01-09-2020,GRC,Internal Labor,France,"7,935"
01-10-2020,GRC,Internal Labor,France,"7,935"
01-11-2020,GRC,Internal Labor,France,"7,935"
01-12-2020,GRC,Internal Labor,France,"7,935"
01-01-2020,GRC,Internal Labor,Germany,"41,483"
01-02-2020,GRC,Internal Labor,Germany,"41,483"
01-03-2020,GRC,Internal Labor,Germany,"41,483"
01-04-2020,GRC,Internal Labor,Germany,"41,483"
01-05-2020,GRC,Internal Labor,Germany,"41,483"
01-06-2020,GRC,Internal Labor,Germany,"41,483"
01-07-2020,GRC,Internal Labor,Germany,"41,483"
01-08-2020,GRC,Internal Labor,Germany,"41,483"
01-09-2020,GRC,Internal Labor,Germany,"41,483"
01-10-2020,GRC,Internal Labor,Germany,"41,483"
01-11-2020,GRC,Internal Labor,Germany,"41,483"
01-12-2020,GRC,Internal Labor,Germany,"41,483"
01-01-2020,GRC,Internal Labor,Italy,"18,856"
01-02-2020,GRC,Internal Labor,Italy,"18,856"
01-03-2020,GRC,Internal Labor,Italy,"18,856"
01-04-2020,GRC,Internal Labor,Italy,"18,856"
01-05-2020,GRC,Internal Labor,Italy,"18,856"
01-06-2020,GRC,Internal Labor,Italy,"18,856"
01-07-2020,GRC,Internal Labor,Italy,"18,856"
01-08-2020,GRC,Internal Labor,Italy,"18,856"
01-09-2020,GRC,Internal Labor,Italy,"18,856"
01-10-2020,GRC,Internal Labor,Italy,"18,856"
01-11-2020,GRC,Internal Labor,Italy,"18,856"
01-12-2020,GRC,Internal Labor,Italy,"18,856"
01-01-2020,GRC,Internal Labor,New Zealand,"16,622"
01-02-2020,GRC,Internal Labor,New Zealand,"16,622"
01-03-2020,GRC,Internal Labor,New Zealand,"17,453"
01-04-2020,GRC,Internal Labor,New Zealand,"17,453"
01-05-2020,GRC,Internal Labor,New Zealand,"17,453"
01-06-2020,GRC,Internal Labor,New Zealand,"17,453"
01-07-2020,GRC,Internal Labor,New Zealand,"17,453"
01-08-2020,GRC,Internal Labor,New Zealand,"17,453"
01-09-2020,GRC,Internal Labor,New Zealand,"17,453"
01-10-2020,GRC,Internal Labor,New Zealand,"17,453"
01-11-2020,GRC,Internal Labor,New Zealand,"17,453"
01-12-2020,GRC,Internal Labor,New Zealand,"17,453"
01-01-2020,GRC,Internal Labor,Spain,"7,935"
01-02-2020,GRC,Internal Labor,Spain,"7,935"
01-03-2020,GRC,Internal Labor,Spain,"7,935"
01-04-2020,GRC,Internal Labor,Spain,"7,935"
01-05-2020,GRC,Internal Labor,Spain,"7,935"
01-06-2020,GRC,Internal Labor,Spain,"7,935"
01-07-2020,GRC,Internal Labor,Spain,"7,935"
01-08-2020,GRC,Internal Labor,Spain,"7,935"
01-09-2020,GRC,Internal Labor,Spain,"7,935"
01-10-2020,GRC,Internal Labor,Spain,"7,935"
01-11-2020,GRC,Internal Labor,Spain,"7,935"
01-12-2020,GRC,Internal Labor,Spain,"7,935"
01-01-2020,GRC,Internal Labor,United Kingdom,"55,125"
01-02-2020,GRC,Internal Labor,United Kingdom,"55,125"
01-03-2020,GRC,Internal Labor,United Kingdom,"55,125"
01-04-2020,GRC,Internal Labor,United Kingdom,"55,125"
01-05-2020,GRC,Internal Labor,United Kingdom,"55,125"
01-06-2020,GRC,Internal Labor,United Kingdom,"55,125"
01-07-2020,GRC,Internal Labor,United Kingdom,"55,125"
01-08-2020,GRC,Internal Labor,United Kingdom,"55,125"
01-09-2020,GRC,Internal Labor,United Kingdom,"55,125"
01-10-2020,GRC,Internal Labor,United Kingdom,"55,125"
01-11-2020,GRC,Internal Labor,United Kingdom,"55,125"
01-12-2020,GRC,Internal Labor,United Kingdom,"55,125"
01-01-2020,GRC,Internal Labor,USA,"7,964"
01-02-2020,GRC,Internal Labor,USA,"9,571"
01-03-2020,GRC,Internal Labor,USA,"8,209"
01-04-2020,GRC,Internal Labor,USA,"7,908"
01-05-2020,GRC,Internal Labor,USA,"7,908"
01-06-2020,GRC,Internal Labor,USA,"7,908"
01-07-2020,GRC,Internal Labor,USA,"7,938"
01-08-2020,GRC,Internal Labor,USA,"7,938"
01-09-2020,GRC,Internal Labor,USA,"7,938"
01-10-2020,GRC,Internal Labor,USA,"8,055"
01-11-2020,GRC,Internal Labor,USA,"8,055"
01-12-2020,GRC,Internal Labor,USA,"8,059"
01-01-2020,GRC,Other,France,7
01-02-2020,GRC,Other,France,7
01-03-2020,GRC,Other,France,7
01-04-2020,GRC,Other,France,7
01-05-2020,GRC,Other,France,7
01-06-2020,GRC,Other,France,7
01-07-2020,GRC,Other,France,7
01-08-2020,GRC,Other,France,7
01-09-2020,GRC,Other,France,7
01-10-2020,GRC,Other,France,7
01-11-2020,GRC,Other,France,7
01-12-2020,GRC,Other,France,7
01-01-2020,GRC,Other,New Zealand,"2,716"
01-02-2020,GRC,Other,New Zealand,"2,716"
01-03-2020,GRC,Other,New Zealand,"2,716"
01-04-2020,GRC,Other,New Zealand,"2,813"
01-05-2020,GRC,Other,New Zealand,"2,813"
01-06-2020,GRC,Other,New Zealand,"2,813"
01-07-2020,GRC,Other,New Zealand,"2,716"
01-08-2020,GRC,Other,New Zealand,"2,716"
01-09-2020,GRC,Other,New Zealand,"2,716"
01-10-2020,GRC,Other,New Zealand,"2,813"
01-11-2020,GRC,Other,New Zealand,"2,813"
01-12-2020,GRC,Other,New Zealand,"2,813"
01-01-2020,GRC,Other,Spain,7
01-02-2020,GRC,Other,Spain,7
01-03-2020,GRC,Other,Spain,7
01-04-2020,GRC,Other,Spain,7
01-05-2020,GRC,Other,Spain,7
01-06-2020,GRC,Other,Spain,7
01-07-2020,GRC,Other,Spain,7
01-08-2020,GRC,Other,Spain,7
01-09-2020,GRC,Other,Spain,7
01-10-2020,GRC,Other,Spain,7
01-11-2020,GRC,Other,Spain,7
01-12-2020,GRC,Other,Spain,7
01-01-2020,GRC,Other,USA,50
01-02-2020,GRC,Other,USA,50
01-03-2020,GRC,Other,USA,50
01-04-2020,GRC,Other,USA,50
01-05-2020,GRC,Other,USA,50
01-06-2020,GRC,Other,USA,50
01-07-2020,GRC,Other,USA,50
01-08-2020,GRC,Other,USA,50
01-09-2020,GRC,Other,USA,50
01-10-2020,GRC,Other,USA,50
01-11-2020,GRC,Other,USA,50
01-12-2020,GRC,Other,USA,50
01-01-2020,GRC,Outbound Allocations,United Kingdom,721
01-02-2020,GRC,Outbound Allocations,United Kingdom,721
01-03-2020,GRC,Outbound Allocations,United Kingdom,721
01-04-2020,GRC,Outbound Allocations,United Kingdom,721
01-05-2020,GRC,Outbound Allocations,United Kingdom,721
01-06-2020,GRC,Outbound Allocations,United Kingdom,721
01-07-2020,GRC,Outbound Allocations,United Kingdom,721
01-08-2020,GRC,Outbound Allocations,United Kingdom,721
01-09-2020,GRC,Outbound Allocations,United Kingdom,721
01-10-2020,GRC,Outbound Allocations,United Kingdom,721
01-11-2020,GRC,Outbound Allocations,United Kingdom,721
01-12-2020,GRC,Outbound Allocations,United Kingdom,721
01-01-2020,GRC,Recognition,USA,2
01-02-2020,GRC,Recognition,USA,2
01-03-2020,GRC,Recognition,USA,2
01-04-2020,GRC,Recognition,USA,2
01-05-2020,GRC,Recognition,USA,2
01-06-2020,GRC,Recognition,USA,2
01-07-2020,GRC,Recognition,USA,2
01-08-2020,GRC,Recognition,USA,2
01-09-2020,GRC,Recognition,USA,2
01-10-2020,GRC,Recognition,USA,2
01-11-2020,GRC,Recognition,USA,2
01-12-2020,GRC,Recognition,USA,2
01-01-2020,GRC,Software,USA,15
01-02-2020,GRC,Software,USA,15
01-03-2020,GRC,Software,USA,15
01-04-2020,GRC,Software,USA,15
01-05-2020,GRC,Software,USA,15
01-06-2020,GRC,Software,USA,15
01-07-2020,GRC,Software,USA,15
01-08-2020,GRC,Software,USA,15
01-09-2020,GRC,Software,USA,15
01-10-2020,GRC,Software,USA,15
01-11-2020,GRC,Software,USA,15
01-12-2020,GRC,Software,USA,15
01-01-2020,GRC,Software Maintenance,United Kingdom,"2,750"
01-02-2020,GRC,Software Maintenance,United Kingdom,"2,750"
01-03-2020,GRC,Software Maintenance,United Kingdom,"2,750"
01-04-2020,GRC,Software Maintenance,United Kingdom,"2,750"
01-05-2020,GRC,Software Maintenance,United Kingdom,"2,750"
01-06-2020,GRC,Software Maintenance,United Kingdom,"2,750"
01-07-2020,GRC,Software Maintenance,United Kingdom,"2,750"
01-08-2020,GRC,Software Maintenance,United Kingdom,"2,750"
01-09-2020,GRC,Software Maintenance,United Kingdom,"2,750"
01-10-2020,GRC,Software Maintenance,United Kingdom,"2,750"
01-11-2020,GRC,Software Maintenance,United Kingdom,"2,750"
01-12-2020,GRC,Software Maintenance,United Kingdom,"2,750"
01-01-2020,GRC,Supplies,USA,45
01-02-2020,GRC,Supplies,USA,45
01-03-2020,GRC,Supplies,USA,45
01-04-2020,GRC,Supplies,USA,45
01-05-2020,GRC,Supplies,USA,45
01-06-2020,GRC,Supplies,USA,45
01-07-2020,GRC,Supplies,USA,45
01-08-2020,GRC,Supplies,USA,45
01-09-2020,GRC,Supplies,USA,45
01-10-2020,GRC,Supplies,USA,45
01-11-2020,GRC,Supplies,USA,45
01-12-2020,GRC,Supplies,USA,45
01-01-2020,GRC,Taxes,USA,76
01-02-2020,GRC,Taxes,USA,76
01-03-2020,GRC,Taxes,USA,76
01-04-2020,GRC,Taxes,USA,76
01-05-2020,GRC,Taxes,USA,76
01-06-2020,GRC,Taxes,USA,76
01-07-2020,GRC,Taxes,USA,76
01-08-2020,GRC,Taxes,USA,76
01-09-2020,GRC,Taxes,USA,76
01-10-2020,GRC,Taxes,USA,76
01-11-2020,GRC,Taxes,USA,76
01-12-2020,GRC,Taxes,USA,76
01-01-2020,GRC,Telecomm,France,92
01-02-2020,GRC,Telecomm,France,92
01-03-2020,GRC,Telecomm,France,92
01-04-2020,GRC,Telecomm,France,92
01-05-2020,GRC,Telecomm,France,92
01-06-2020,GRC,Telecomm,France,92
01-07-2020,GRC,Telecomm,France,92
01-08-2020,GRC,Telecomm,France,92
01-09-2020,GRC,Telecomm,France,92
01-10-2020,GRC,Telecomm,France,92
01-11-2020,GRC,Telecomm,France,92
01-12-2020,GRC,Telecomm,France,92
01-01-2020,GRC,Telecomm,Spain,92
01-02-2020,GRC,Telecomm,Spain,92
01-03-2020,GRC,Telecomm,Spain,92
01-04-2020,GRC,Telecomm,Spain,92
01-05-2020,GRC,Telecomm,Spain,92
01-06-2020,GRC,Telecomm,Spain,92
01-07-2020,GRC,Telecomm,Spain,92
01-08-2020,GRC,Telecomm,Spain,92
01-09-2020,GRC,Telecomm,Spain,92
01-10-2020,GRC,Telecomm,Spain,92
01-11-2020,GRC,Telecomm,Spain,92
01-12-2020,GRC,Telecomm,Spain,92
01-01-2020,GRC,Telecomm,USA,180
01-02-2020,GRC,Telecomm,USA,180
01-03-2020,GRC,Telecomm,USA,180
01-04-2020,GRC,Telecomm,USA,180
01-05-2020,GRC,Telecomm,USA,180
01-06-2020,GRC,Telecomm,USA,180
01-07-2020,GRC,Telecomm,USA,180
01-08-2020,GRC,Telecomm,USA,180
01-09-2020,GRC,Telecomm,USA,180
01-10-2020,GRC,Telecomm,USA,180
01-11-2020,GRC,Telecomm,USA,180
01-12-2020,GRC,Telecomm,USA,180
01-01-2020,GRC,Training,France,11
01-02-2020,GRC,Training,France,129
01-03-2020,GRC,Training,France,129
01-04-2020,GRC,Training,France,129
01-05-2020,GRC,Training,France,129
01-06-2020,GRC,Training,France,129
01-07-2020,GRC,Training,France,129
01-08-2020,GRC,Training,France,129
01-09-2020,GRC,Training,France,129
01-10-2020,GRC,Training,France,129
01-11-2020,GRC,Training,France,129
01-12-2020,GRC,Training,France,11
01-01-2020,GRC,Training,Spain,11
01-02-2020,GRC,Training,Spain,129
01-03-2020,GRC,Training,Spain,129
01-04-2020,GRC,Training,Spain,129
01-05-2020,GRC,Training,Spain,129
01-06-2020,GRC,Training,Spain,129
01-07-2020,GRC,Training,Spain,129
01-08-2020,GRC,Training,Spain,129
01-09-2020,GRC,Training,Spain,129
01-10-2020,GRC,Training,Spain,129
01-11-2020,GRC,Training,Spain,129
01-12-2020,GRC,Training,Spain,11
01-01-2020,GRC,Training,USA,315
01-02-2020,GRC,Training,USA,315
01-03-2020,GRC,Training,USA,315
01-04-2020,GRC,Training,USA,315
01-05-2020,GRC,Training,USA,315
01-06-2020,GRC,Training,USA,315
01-07-2020,GRC,Training,USA,315
01-08-2020,GRC,Training,USA,315
01-09-2020,GRC,Training,USA,315
01-10-2020,GRC,Training,USA,"3,315"
01-11-2020,GRC,Training,USA,315
01-12-2020,GRC,Training,USA,315
01-02-2020,GRC,Travel,France,752
01-03-2020,GRC,Travel,France,752
01-04-2020,GRC,Travel,France,752
01-05-2020,GRC,Travel,France,752
01-06-2020,GRC,Travel,France,752
01-07-2020,GRC,Travel,France,752
01-08-2020,GRC,Travel,France,752
01-09-2020,GRC,Travel,France,752
01-10-2020,GRC,Travel,France,752
01-11-2020,GRC,Travel,France,752
01-02-2020,GRC,Travel,Spain,752
01-03-2020,GRC,Travel,Spain,752
01-04-2020,GRC,Travel,Spain,752
01-05-2020,GRC,Travel,Spain,752
01-06-2020,GRC,Travel,Spain,752
01-07-2020,GRC,Travel,Spain,752
01-08-2020,GRC,Travel,Spain,752
01-09-2020,GRC,Travel,Spain,752
01-10-2020,GRC,Travel,Spain,752
01-11-2020,GRC,Travel,Spain,752
01-01-2020,GRC,Travel,USA,"2,813"
01-02-2020,GRC,Travel,USA,"2,813"
01-03-2020,GRC,Travel,USA,"2,813"
01-04-2020,GRC,Travel,USA,"2,903"
01-05-2020,GRC,Travel,USA,"2,813"
01-06-2020,GRC,Travel,USA,"2,813"
01-07-2020,GRC,Travel,USA,"2,813"
01-08-2020,GRC,Travel,USA,"2,813"
01-09-2020,GRC,Travel,USA,"2,813"
01-10-2020,GRC,Travel,USA,"2,813"
01-11-2020,GRC,Travel,USA,"2,903"
01-12-2020,GRC,Travel,USA,"2,813"
01-01-2020,Help Desk,Employee Performance,USA,22
01-02-2020,Help Desk,Employee Performance,USA,22
01-03-2020,Help Desk,Employee Performance,USA,22
01-04-2020,Help Desk,Employee Performance,USA,22
01-05-2020,Help Desk,Employee Performance,USA,22
01-06-2020,Help Desk,Employee Performance,USA,22
01-07-2020,Help Desk,Employee Performance,USA,22
01-08-2020,Help Desk,Employee Performance,USA,22
01-09-2020,Help Desk,Employee Performance,USA,22
01-10-2020,Help Desk,Employee Performance,USA,22
01-11-2020,Help Desk,Employee Performance,USA,22
01-12-2020,Help Desk,Employee Performance,USA,22
01-01-2020,Help Desk,External Labor,United Kingdom,"11,502"
01-02-2020,Help Desk,External Labor,United Kingdom,"11,502"
01-03-2020,Help Desk,External Labor,United Kingdom,"11,502"
01-04-2020,Help Desk,External Labor,United Kingdom,"11,502"
01-05-2020,Help Desk,External Labor,United Kingdom,"11,502"
01-06-2020,Help Desk,External Labor,United Kingdom,"11,502"
01-07-2020,Help Desk,External Labor,United Kingdom,"11,502"
01-08-2020,Help Desk,External Labor,United Kingdom,"11,502"
01-09-2020,Help Desk,External Labor,United Kingdom,"11,502"
01-10-2020,Help Desk,External Labor,United Kingdom,"11,502"
01-11-2020,Help Desk,External Labor,United Kingdom,"11,502"
01-12-2020,Help Desk,External Labor,United Kingdom,"11,502"
01-01-2020,Help Desk,External Labor,USA,"2,76,993"
01-02-2020,Help Desk,External Labor,USA,"2,76,392"
01-03-2020,Help Desk,External Labor,USA,"3,71,027"
01-04-2020,Help Desk,External Labor,USA,"3,70,829"
01-05-2020,Help Desk,External Labor,USA,"3,70,791"
01-06-2020,Help Desk,External Labor,USA,"4,29,222"
01-07-2020,Help Desk,External Labor,USA,"4,29,417"
01-08-2020,Help Desk,External Labor,USA,"4,29,417"
01-09-2020,Help Desk,External Labor,USA,"4,29,417"
01-10-2020,Help Desk,External Labor,USA,"4,21,967"
01-11-2020,Help Desk,External Labor,USA,"4,21,967"
01-12-2020,Help Desk,External Labor,USA,"4,22,296"
01-01-2020,Help Desk,Hardware,USA,150
01-02-2020,Help Desk,Hardware,USA,150
01-03-2020,Help Desk,Hardware,USA,150
01-04-2020,Help Desk,Hardware,USA,150
01-05-2020,Help Desk,Hardware,USA,150
01-06-2020,Help Desk,Hardware,USA,150
01-07-2020,Help Desk,Hardware,USA,150
01-08-2020,Help Desk,Hardware,USA,150
01-09-2020,Help Desk,Hardware,USA,150
01-10-2020,Help Desk,Hardware,USA,150
01-11-2020,Help Desk,Hardware,USA,150
01-12-2020,Help Desk,Hardware,USA,150
01-01-2020,Help Desk,Hardware Maintenance,USA,27
01-02-2020,Help Desk,Hardware Maintenance,USA,27
01-03-2020,Help Desk,Hardware Maintenance,USA,27
01-04-2020,Help Desk,Hardware Maintenance,USA,27
01-05-2020,Help Desk,Hardware Maintenance,USA,17
01-06-2020,Help Desk,Hardware Maintenance,USA,27
01-07-2020,Help Desk,Hardware Maintenance,USA,27
01-08-2020,Help Desk,Hardware Maintenance,USA,27
01-09-2020,Help Desk,Hardware Maintenance,USA,27
01-10-2020,Help Desk,Hardware Maintenance,USA,27
01-11-2020,Help Desk,Hardware Maintenance,USA,27
01-12-2020,Help Desk,Hardware Maintenance,USA,27
01-01-2020,Help Desk,Internal Labor,USA,"10,143"
01-02-2020,Help Desk,Internal Labor,USA,"10,143"
01-03-2020,Help Desk,Internal Labor,USA,"11,117"
01-04-2020,Help Desk,Internal Labor,USA,"10,442"
01-05-2020,Help Desk,Internal Labor,USA,"10,442"
01-06-2020,Help Desk,Internal Labor,USA,"10,442"
01-07-2020,Help Desk,Internal Labor,USA,"10,534"
01-08-2020,Help Desk,Internal Labor,USA,"10,534"
01-09-2020,Help Desk,Internal Labor,USA,"10,440"
01-10-2020,Help Desk,Internal Labor,USA,"10,687"
01-11-2020,Help Desk,Internal Labor,USA,"10,687"
01-12-2020,Help Desk,Internal Labor,USA,"10,698"
01-01-2020,Help Desk,Recognition,USA,6
01-02-2020,Help Desk,Recognition,USA,6
01-03-2020,Help Desk,Recognition,USA,6
01-04-2020,Help Desk,Recognition,USA,6
01-05-2020,Help Desk,Recognition,USA,6
01-06-2020,Help Desk,Recognition,USA,6
01-07-2020,Help Desk,Recognition,USA,6
01-08-2020,Help Desk,Recognition,USA,6
01-09-2020,Help Desk,Recognition,USA,6
01-10-2020,Help Desk,Recognition,USA,6
01-11-2020,Help Desk,Recognition,USA,6
01-12-2020,Help Desk,Recognition,USA,6
01-01-2020,Help Desk,Software,USA,75
01-02-2020,Help Desk,Software,USA,75
01-03-2020,Help Desk,Software,USA,75
01-04-2020,Help Desk,Software,USA,75
01-05-2020,Help Desk,Software,USA,75
01-06-2020,Help Desk,Software,USA,75
01-07-2020,Help Desk,Software,USA,75
01-08-2020,Help Desk,Software,USA,75
01-09-2020,Help Desk,Software,USA,75
01-10-2020,Help Desk,Software,USA,75
01-11-2020,Help Desk,Software,USA,75
01-12-2020,Help Desk,Software,USA,75
01-01-2020,Help Desk,Supplies,USA,90
01-02-2020,Help Desk,Supplies,USA,90
01-03-2020,Help Desk,Supplies,USA,90
01-04-2020,Help Desk,Supplies,USA,90
01-05-2020,Help Desk,Supplies,USA,90
01-06-2020,Help Desk,Supplies,USA,90
01-07-2020,Help Desk,Supplies,USA,90
01-08-2020,Help Desk,Supplies,USA,90
01-09-2020,Help Desk,Supplies,USA,90
01-10-2020,Help Desk,Supplies,USA,90
01-11-2020,Help Desk,Supplies,USA,90
01-12-2020,Help Desk,Supplies,USA,90
01-01-2020,Help Desk,Taxes,USA,169
01-02-2020,Help Desk,Taxes,USA,169
01-03-2020,Help Desk,Taxes,USA,169
01-04-2020,Help Desk,Taxes,USA,169
01-05-2020,Help Desk,Taxes,USA,169
01-06-2020,Help Desk,Taxes,USA,169
01-07-2020,Help Desk,Taxes,USA,169
01-08-2020,Help Desk,Taxes,USA,169
01-09-2020,Help Desk,Taxes,USA,169
01-10-2020,Help Desk,Taxes,USA,169
01-11-2020,Help Desk,Taxes,USA,169
01-12-2020,Help Desk,Taxes,USA,169
01-01-2020,Help Desk,Telecomm,USA,"4,645"
01-02-2020,Help Desk,Telecomm,USA,"4,645"
01-03-2020,Help Desk,Telecomm,USA,"4,645"
01-04-2020,Help Desk,Telecomm,USA,"4,645"
01-05-2020,Help Desk,Telecomm,USA,"4,645"
01-06-2020,Help Desk,Telecomm,USA,"4,645"
01-07-2020,Help Desk,Telecomm,USA,"4,645"
01-08-2020,Help Desk,Telecomm,USA,"4,645"
01-09-2020,Help Desk,Telecomm,USA,"4,645"
01-10-2020,Help Desk,Telecomm,USA,"4,645"
01-11-2020,Help Desk,Telecomm,USA,"4,645"
01-12-2020,Help Desk,Telecomm,USA,"4,645"
01-01-2020,Help Desk,Training,USA,520
01-02-2020,Help Desk,Training,USA,520
01-03-2020,Help Desk,Training,USA,520
01-04-2020,Help Desk,Training,USA,520
01-05-2020,Help Desk,Training,USA,520
01-06-2020,Help Desk,Training,USA,520
01-07-2020,Help Desk,Training,USA,520
01-08-2020,Help Desk,Training,USA,520
01-09-2020,Help Desk,Training,USA,520
01-10-2020,Help Desk,Training,USA,520
01-11-2020,Help Desk,Training,USA,520
01-12-2020,Help Desk,Training,USA,520
01-04-2020,Help Desk,Travel,USA,67
01-06-2020,Help Desk,Travel,USA,105
01-07-2020,Help Desk,Travel,USA,"1,598"
01-08-2020,Help Desk,Travel,USA,"1,598"
01-09-2020,Help Desk,Travel,USA,"1,598"
01-10-2020,Help Desk,Travel,USA,"1,598"
01-11-2020,Help Desk,Travel,USA,"1,598"
01-12-2020,Help Desk,Travel,USA,"1,598"
